t_days,altitude_km,velocity_km_s,drag_N
516.750,376.743,7.68182,1.703337e-03
517.000,376.484,7.68197,1.712261e-03
517.250,376.223,7.68212,1.721279e-03
517.500,375.961,7.68227,1.730392e-03
517.750,375.697,7.68242,1.739602e-03
518.000,375.433,7.68257,1.748909e-03
518.250,375.166,7.68272,1.758317e-03
518.500,374.899,7.68287,1.767825e-03
518.750,374.630,7.68302,1.777436e-03
519.000,374.359,7.68318,1.787151e-03
519.250,374.087,7.68333,1.796973e-03
519.500,373.813,7.68349,1.806903e-03
519.750,373.538,7.68364,1.816942e-03
520.000,373.262,7.68380,1.827093e-03
520.250,372.984,7.68396,1.837357e-03
520.500,372.704,7.68412,1.847737e-03
520.750,372.423,7.68428,1.858233e-03
521.000,372.140,7.68444,1.868850e-03
521.250,371.856,7.68460,1.879587e-03
521.500,371.570,7.68477,1.890448e-03
521.750,371.282,7.68493,1.901434e-03
522.000,370.993,7.68509,1.912548e-03
522.250,370.702,7.68526,1.923792e-03
522.500,370.410,7.68543,1.935168e-03
522.750,370.115,7.68559,1.946678e-03
523.000,369.819,7.68576,1.958326e-03
523.250,369.521,7.68593,1.970113e-03
523.500,369.222,7.68610,1.982042e-03
523.750,368.920,7.68627,1.994115e-03
524.000,368.617,7.68645,2.006336e-03
524.250,368.312,7.68662,2.018706e-03
524.500,368.005,7.68680,2.031229e-03
524.750,367.696,7.68697,2.043908e-03
525.000,367.386,7.68715,2.056744e-03
525.250,367.073,7.68733,2.069743e-03
525.500,366.758,7.68751,2.082905e-03
525.750,366.442,7.68769,2.096235e-03
526.000,366.123,7.68787,2.109736e-03
526.250,365.802,7.68805,2.123410e-03
526.500,365.480,7.68823,2.137262e-03
526.750,365.155,7.68842,2.151295e-03
527.000,364.828,7.68861,2.165512e-03
527.250,364.499,7.68879,2.179918e-03
527.500,364.168,7.68898,2.194515e-03
527.750,363.834,7.68917,2.209308e-03
528.000,363.498,7.68936,2.224300e-03
528.250,363.161,7.68956,2.239496e-03
528.500,362.820,7.68975,2.254900e-03
528.750,362.478,7.68995,2.270516e-03
529.000,362.133,7.69014,2.286349e-03
529.250,361.786,7.69034,2.302403e-03
529.500,361.436,7.69054,2.318682e-03
529.750,361.084,7.69074,2.335192e-03
530.000,360.729,7.69094,2.351937e-03
530.250,360.372,7.69115,2.368923e-03
530.500,360.012,7.69135,2.386154e-03
530.750,359.650,7.69156,2.403637e-03
531.000,359.285,7.69177,2.421376e-03
531.250,358.917,7.69198,2.439377e-03
531.500,358.547,7.69219,2.457646e-03
531.750,358.174,7.69240,2.476190e-03
532.000,357.798,7.69262,2.495013e-03
532.250,357.419,7.69283,2.514124e-03
532.500,357.038,7.69305,2.533527e-03
532.750,356.653,7.69327,2.553231e-03
533.000,356.266,7.69349,2.573242e-03
533.250,355.875,7.69372,2.593567e-03
533.500,355.482,7.69394,2.614214e-03
533.750,355.085,7.69417,2.635190e-03
534.000,354.685,7.69440,2.656503e-03
534.250,354.282,7.69463,2.678162e-03
534.500,353.876,7.69486,2.700175e-03
534.750,353.467,7.69509,2.722551e-03
535.000,353.054,7.69533,2.745298e-03
535.250,352.637,7.69557,2.768427e-03
535.500,352.217,7.69581,2.791946e-03
535.750,351.794,7.69605,2.815866e-03
536.000,351.367,7.69629,2.840196e-03
536.250,350.936,7.69654,2.864948e-03
536.500,350.502,7.69679,2.890133e-03
536.750,350.064,7.69704,2.915762e-03
537.000,349.622,7.69729,2.941847e-03
537.250,349.176,7.69755,2.968400e-03
537.500,348.726,7.69780,2.995434e-03
537.750,348.272,7.69806,3.022962e-03
538.000,347.814,7.69832,3.050997e-03
538.250,347.351,7.69859,3.079554e-03
538.500,346.885,7.69886,3.108647e-03
538.750,346.414,7.69913,3.138292e-03
539.000,345.938,7.69940,3.168505e-03
539.250,345.458,7.69967,3.199301e-03
539.500,344.973,7.69995,3.230698e-03
539.750,344.484,7.70023,3.262714e-03
540.000,343.990,7.70051,3.295367e-03
540.250,343.490,7.70080,3.328676e-03
540.500,342.986,7.70109,3.362661e-03
540.750,342.477,7.70138,3.397343e-03
541.000,341.963,7.70168,3.432744e-03
541.250,341.443,7.70197,3.468885e-03
541.500,340.918,7.70227,3.505791e-03
541.750,340.387,7.70258,3.543486e-03
542.000,339.850,7.70289,3.581995e-03
542.250,339.308,7.70320,3.621346e-03
542.500,338.760,7.70351,3.661565e-03
542.750,338.206,7.70383,3.702682e-03
543.000,337.645,7.70415,3.744727e-03
543.250,337.079,7.70448,3.787732e-03
543.500,336.505,7.70480,3.831731e-03
543.750,335.926,7.70514,3.876757e-03
544.000,335.339,7.70547,3.922848e-03
544.250,334.745,7.70581,3.970040e-03
544.500,334.145,7.70616,4.018375e-03
544.750,333.537,7.70651,4.067894e-03
545.000,332.922,7.70686,4.118642e-03
545.250,332.299,7.70722,4.170663e-03
545.500,331.668,7.70758,4.224007e-03
545.750,331.029,7.70795,4.278725e-03
546.000,330.382,7.70832,4.334870e-03
546.250,329.727,7.70870,4.392499e-03
546.500,329.063,7.70908,4.451671e-03
546.750,328.390,7.70947,4.512449e-03
547.000,327.708,7.70986,4.574899e-03
547.250,327.016,7.71025,4.639091e-03
547.500,326.315,7.71066,4.705099e-03
547.750,325.604,7.71107,4.773000e-03
548.000,324.882,7.71148,4.842877e-03
548.250,324.151,7.71190,4.914817e-03
548.500,323.408,7.71233,4.988914e-03
548.750,322.654,7.71276,5.065264e-03
549.000,321.889,7.71320,5.143973e-03
549.250,321.112,7.71365,5.225150e-03
549.500,320.322,7.71411,5.308914e-03
549.750,319.521,7.71457,5.395390e-03
550.000,318.706,7.71504,5.484712e-03
550.250,317.877,7.71551,5.577021e-03
550.500,317.035,7.71600,5.672471e-03
550.750,316.179,7.71649,5.771223e-03
551.000,315.307,7.71700,5.873452e-03
551.250,314.420,7.71751,5.979344e-03
551.500,313.518,7.71803,6.089099e-03
551.750,312.598,7.71856,6.202932e-03
552.000,311.662,7.71910,6.321074e-03
552.250,310.708,7.71965,6.443773e-03
552.500,309.735,7.72021,6.571298e-03
552.750,308.744,7.72078,6.703939e-03
553.000,307.732,7.72137,6.842008e-03
553.250,306.699,7.72196,6.985846e-03
553.500,305.645,7.72257,7.135820e-03
553.750,304.568,7.72319,7.292331e-03
554.000,303.468,7.72383,7.455814e-03
554.250,302.343,7.72448,7.626745e-03
554.500,301.193,7.72515,7.805642e-03
554.750,300.015,7.72583,7.993075e-03
555.000,298.809,7.72652,8.189669e-03
555.250,297.574,7.72724,8.396108e-03
555.500,296.307,7.72797,8.613150e-03
555.750,295.008,7.72872,8.841632e-03
556.000,293.674,7.72950,9.082478e-03
556.250,292.304,7.73029,9.336719e-03
556.500,290.895,7.73111,9.605499e-03
556.750,289.446,7.73195,9.890100e-03
557.000,287.954,7.73281,1.019196e-02
557.250,286.416,7.73370,1.051268e-02
557.500,284.830,7.73463,1.085409e-02
557.750,283.193,7.73558,1.121826e-02
558.000,281.500,7.73656,1.160752e-02
558.250,279.748,7.73758,1.202456e-02
558.500,277.933,7.73863,1.247245e-02
558.750,276.050,7.73973,1.295474e-02
559.000,274.094,7.74086,1.347552e-02
559.250,272.059,7.74205,1.403958e-02
559.500,269.939,7.74328,1.465254e-02
559.750,267.725,7.74457,1.532102e-02
560.000,265.409,7.74592,1.605289e-02
560.250,262.982,7.74734,1.685758e-02
560.500,260.432,7.74883,1.774649e-02
560.750,257.745,7.75039,1.873352e-02
561.000,254.908,7.75205,1.983579e-02
561.250,251.902,7.75381,2.107464e-02
561.500,248.705,7.75568,2.247704e-02
561.750,245.291,7.75768,2.407749e-02
562.000,241.630,7.75982,2.592093e-02
562.250,237.683,7.76214,2.806696e-02
562.500,233.401,7.76465,3.059632e-02
562.750,228.723,7.76740,3.362117e-02
563.000,223.567,7.77043,3.730198e-02
563.250,217.827,7.77381,4.187650e-02
563.500,211.352,7.77763,4.771256e-02
563.750,203.930,7.78201,5.541061e-02
564.000,195.236,7.78716,6.602088e-02
564.250,184.748,7.79338,8.155814e-02
564.500,171.543,7.80123,1.064257e-01
564.750,153.734,7.81186,1.523751e-01
565.000,126.448,7.82823,2.640763e-01
