t_days,altitude_km,velocity_km_s,drag_N
350.500,451.426,7.63970,3.783010e-04
350.750,451.367,7.63974,3.787468e-04
351.000,451.309,7.63977,3.791937e-04
351.250,451.250,7.63980,3.796417e-04
351.500,451.192,7.63984,3.800907e-04
351.750,451.133,7.63987,3.805407e-04
352.000,451.074,7.63990,3.809919e-04
352.250,451.015,7.63993,3.814441e-04
352.500,450.956,7.63997,3.818973e-04
352.750,450.897,7.64000,3.823516e-04
353.000,450.838,7.64003,3.828070e-04
353.250,450.779,7.64007,3.832635e-04
353.500,450.720,7.64010,3.837211e-04
353.750,450.661,7.64013,3.841797e-04
354.000,450.601,7.64017,3.846395e-04
354.250,450.542,7.64020,3.851003e-04
354.500,450.482,7.64023,3.855623e-04
354.750,450.423,7.64027,3.860253e-04
355.000,450.363,7.64030,3.864895e-04
355.250,450.303,7.64033,3.869547e-04
355.500,450.243,7.64037,3.874211e-04
355.750,450.184,7.64040,3.878886e-04
356.000,450.124,7.64043,3.883572e-04
356.250,450.064,7.64047,3.888270e-04
356.500,450.004,7.64050,3.892979e-04
356.750,449.943,7.64053,3.897699e-04
357.000,449.883,7.64057,3.902431e-04
357.250,449.823,7.64060,3.907174e-04
357.500,449.763,7.64063,3.911928e-04
357.750,449.702,7.64067,3.916694e-04
358.000,449.642,7.64070,3.921472e-04
358.250,449.581,7.64074,3.926261e-04
358.500,449.520,7.64077,3.931062e-04
358.750,449.460,7.64080,3.935874e-04
359.000,449.399,7.64084,3.940698e-04
359.250,449.338,7.64087,3.945535e-04
359.500,449.277,7.64091,3.950382e-04
359.750,449.216,7.64094,3.955242e-04
360.000,449.155,7.64097,3.960114e-04
360.250,449.094,7.64101,3.964997e-04
360.500,449.033,7.64104,3.969893e-04
360.750,448.971,7.64108,3.974800e-04
361.000,448.910,7.64111,3.979720e-04
361.250,448.848,7.64115,3.984652e-04
361.500,448.787,7.64118,3.989596e-04
361.750,448.725,7.64122,3.994552e-04
362.000,448.663,7.64125,3.999521e-04
362.250,448.602,7.64128,4.004501e-04
362.500,448.540,7.64132,4.009494e-04
362.750,448.478,7.64135,4.014500e-04
363.000,448.416,7.64139,4.019518e-04
363.250,448.354,7.64142,4.024548e-04
363.500,448.292,7.64146,4.029591e-04
363.750,448.229,7.64149,4.034647e-04
364.000,448.167,7.64153,4.039715e-04
364.250,448.105,7.64156,4.044796e-04
364.500,448.042,7.64160,4.049890e-04
364.750,447.980,7.64163,4.054996e-04
365.000,447.917,7.64167,4.060115e-04
365.250,447.854,7.64170,4.065247e-04
365.500,447.792,7.64174,4.070392e-04
365.750,447.729,7.64177,4.075550e-04
366.000,447.666,7.64181,4.080721e-04
366.250,447.603,7.64184,4.085905e-04
366.500,447.540,7.64188,4.091102e-04
366.750,447.476,7.64191,4.096313e-04
367.000,447.413,7.64195,4.101536e-04
367.250,447.350,7.64199,4.106773e-04
367.500,447.286,7.64202,4.112023e-04
367.750,447.223,7.64206,4.117287e-04
368.000,447.159,7.64209,4.122564e-04
368.250,447.096,7.64213,4.127854e-04
368.500,447.032,7.64216,4.133158e-04
368.750,446.968,7.64220,4.138475e-04
369.000,446.904,7.64223,4.143807e-04
369.250,446.840,7.64227,4.149151e-04
369.500,446.776,7.64231,4.154510e-04
369.750,446.712,7.64234,4.159882e-04
370.000,446.648,7.64238,4.165268e-04
370.250,446.584,7.64241,4.170668e-04
370.500,446.519,7.64245,4.176082e-04
370.750,446.455,7.64249,4.181510e-04
371.000,446.390,7.64252,4.186952e-04
371.250,446.326,7.64256,4.192408e-04
371.500,446.261,7.64259,4.197879e-04
371.750,446.196,7.64263,4.203363e-04
372.000,446.131,7.64267,4.208862e-04
372.250,446.066,7.64270,4.214375e-04
372.500,446.001,7.64274,4.219902e-04
372.750,445.936,7.64278,4.225444e-04
373.000,445.871,7.64281,4.231001e-04
373.250,445.805,7.64285,4.236572e-04
373.500,445.740,7.64289,4.242157e-04
373.750,445.675,7.64292,4.247757e-04
374.000,445.609,7.64296,4.253372e-04
374.250,445.543,7.64300,4.259002e-04
374.500,445.478,7.64303,4.264647e-04
374.750,445.412,7.64307,4.270306e-04
375.000,445.346,7.64311,4.275981e-04
375.250,445.280,7.64314,4.281670e-04
375.500,445.214,7.64318,4.287374e-04
375.750,445.148,7.64322,4.293094e-04
376.000,445.081,7.64326,4.298829e-04
376.250,445.015,7.64329,4.304579e-04
376.500,444.948,7.64333,4.310345e-04
376.750,444.882,7.64337,4.316125e-04
377.000,444.815,7.64340,4.321922e-04
377.250,444.749,7.64344,4.327733e-04
377.500,444.682,7.64348,4.333561e-04
377.750,444.615,7.64352,4.339404e-04
378.000,444.548,7.64355,4.345262e-04
378.250,444.481,7.64359,4.351137e-04
378.500,444.414,7.64363,4.357027e-04
378.750,444.347,7.64367,4.362933e-04
379.000,444.279,7.64370,4.368855e-04
379.250,444.212,7.64374,4.374793e-04
379.500,444.144,7.64378,4.380747e-04
379.750,444.077,7.64382,4.386718e-04
380.000,444.009,7.64386,4.392704e-04
380.250,443.941,7.64389,4.398707e-04
380.500,443.873,7.64393,4.404726e-04
380.750,443.805,7.64397,4.410761e-04
381.000,443.737,7.64401,4.416813e-04
381.250,443.669,7.64405,4.422882e-04
381.500,443.601,7.64408,4.428967e-04
381.750,443.533,7.64412,4.435069e-04
382.000,443.464,7.64416,4.441187e-04
382.250,443.396,7.64420,4.447322e-04
382.500,443.327,7.64424,4.453475e-04
382.750,443.258,7.64428,4.459644e-04
383.000,443.190,7.64432,4.465830e-04
383.250,443.121,7.64435,4.472033e-04
383.500,443.052,7.64439,4.478254e-04
383.750,442.983,7.64443,4.484491e-04
384.000,442.913,7.64447,4.490746e-04
384.250,442.844,7.64451,4.497019e-04
384.500,442.775,7.64455,4.503309e-04
384.750,442.705,7.64459,4.509616e-04
385.000,442.636,7.64463,4.515941e-04
385.250,442.566,7.64466,4.522283e-04
385.500,442.496,7.64470,4.528644e-04
385.750,442.426,7.64474,4.535022e-04
386.000,442.356,7.64478,4.541418e-04
386.250,442.286,7.64482,4.547832e-04
386.500,442.216,7.64486,4.554264e-04
386.750,442.146,7.64490,4.560714e-04
387.000,442.076,7.64494,4.567183e-04
387.250,442.005,7.64498,4.573669e-04
387.500,441.935,7.64502,4.580174e-04
387.750,441.864,7.64506,4.586698e-04
388.000,441.793,7.64510,4.593240e-04
388.250,441.722,7.64514,4.599800e-04
388.500,441.651,7.64518,4.606379e-04
388.750,441.580,7.64522,4.612977e-04
389.000,441.509,7.64526,4.619594e-04
389.250,441.438,7.64530,4.626230e-04
389.500,441.367,7.64534,4.632884e-04
389.750,441.295,7.64538,4.639558e-04
390.000,441.224,7.64542,4.646251e-04
390.250,441.152,7.64546,4.652963e-04
390.500,441.080,7.64550,4.659694e-04
390.750,441.008,7.64554,4.666445e-04
391.000,440.936,7.64558,4.673215e-04
391.250,440.864,7.64562,4.680005e-04
391.500,440.792,7.64566,4.686815e-04
391.750,440.720,7.64570,4.693644e-04
392.000,440.648,7.64574,4.700493e-04
392.250,440.575,7.64578,4.707362e-04
392.500,440.502,7.64582,4.714251e-04
392.750,440.430,7.64586,4.721160e-04
393.000,440.357,7.64590,4.728089e-04
393.250,440.284,7.64594,4.735039e-04
393.500,440.211,7.64598,4.742008e-04
393.750,440.138,7.64603,4.748999e-04
394.000,440.065,7.64607,4.756009e-04
394.250,439.991,7.64611,4.763041e-04
394.500,439.918,7.64615,4.770093e-04
394.750,439.844,7.64619,4.777166e-04
395.000,439.771,7.64623,4.784260e-04
395.250,439.697,7.64627,4.791374e-04
395.500,439.623,7.64631,4.798510e-04
395.750,439.549,7.64636,4.805667e-04
396.000,439.475,7.64640,4.812845e-04
396.250,439.401,7.64644,4.820045e-04
396.500,439.327,7.64648,4.827266e-04
396.750,439.252,7.64652,4.834509e-04
397.000,439.178,7.64656,4.841773e-04
397.250,439.103,7.64661,4.849059e-04
397.500,439.028,7.64665,4.856367e-04
397.750,438.953,7.64669,4.863697e-04
398.000,438.878,7.64673,4.871049e-04
398.250,438.803,7.64677,4.878422e-04
398.500,438.728,7.64682,4.885819e-04
398.750,438.653,7.64686,4.893237e-04
399.000,438.577,7.64690,4.900678e-04
399.250,438.502,7.64694,4.908142e-04
399.500,438.426,7.64699,4.915628e-04
399.750,438.350,7.64703,4.923137e-04
400.000,438.275,7.64707,4.930669e-04
400.250,438.199,7.64711,4.938223e-04
400.500,438.122,7.64716,4.945801e-04
400.750,438.046,7.64720,4.953402e-04
401.000,437.970,7.64724,4.961026e-04
401.250,437.893,7.64728,4.968674e-04
401.500,437.817,7.64733,4.976345e-04
401.750,437.740,7.64737,4.984039e-04
402.000,437.663,7.64741,4.991758e-04
402.250,437.586,7.64746,4.999500e-04
402.500,437.509,7.64750,5.007266e-04
402.750,437.432,7.64754,5.015056e-04
403.000,437.355,7.64759,5.022870e-04
403.250,437.278,7.64763,5.030709e-04
403.500,437.200,7.64767,5.038572e-04
403.750,437.122,7.64772,5.046459e-04
404.000,437.045,7.64776,5.054371e-04
404.250,436.967,7.64780,5.062308e-04
404.500,436.889,7.64785,5.070269e-04
404.750,436.811,7.64789,5.078256e-04
405.000,436.732,7.64794,5.086267e-04
405.250,436.654,7.64798,5.094304e-04
405.500,436.576,7.64802,5.102366e-04
405.750,436.497,7.64807,5.110453e-04
406.000,436.418,7.64811,5.118566e-04
406.250,436.339,7.64816,5.126705e-04
406.500,436.260,7.64820,5.134869e-04
406.750,436.181,7.64825,5.143060e-04
407.000,436.102,7.64829,5.151276e-04
407.250,436.023,7.64833,5.159518e-04
407.500,435.943,7.64838,5.167787e-04
407.750,435.864,7.64842,5.176082e-04
408.000,435.784,7.64847,5.184404e-04
408.250,435.704,7.64851,5.192752e-04
408.500,435.624,7.64856,5.201127e-04
408.750,435.544,7.64860,5.209529e-04
409.000,435.464,7.64865,5.217958e-04
409.250,435.383,7.64869,5.226414e-04
409.500,435.303,7.64874,5.234898e-04
409.750,435.222,7.64878,5.243409e-04
410.000,435.141,7.64883,5.251947e-04
410.250,435.060,7.64887,5.260514e-04
410.500,434.979,7.64892,5.269108e-04
410.750,434.898,7.64897,5.277730e-04
411.000,434.817,7.64901,5.286380e-04
411.250,434.736,7.64906,5.295058e-04
411.500,434.654,7.64910,5.303765e-04
411.750,434.572,7.64915,5.312500e-04
412.000,434.491,7.64919,5.321264e-04
412.250,434.409,7.64924,5.330057e-04
412.500,434.327,7.64929,5.338878e-04
412.750,434.244,7.64933,5.347729e-04
413.000,434.162,7.64938,5.356609e-04
413.250,434.079,7.64943,5.365518e-04
413.500,433.997,7.64947,5.374457e-04
413.750,433.914,7.64952,5.383426e-04
414.000,433.831,7.64956,5.392424e-04
414.250,433.748,7.64961,5.401453e-04
414.500,433.665,7.64966,5.410511e-04
414.750,433.582,7.64970,5.419600e-04
415.000,433.498,7.64975,5.428719e-04
415.250,433.415,7.64980,5.437869e-04
415.500,433.331,7.64985,5.447049e-04
415.750,433.247,7.64989,5.456260e-04
416.000,433.163,7.64994,5.465503e-04
416.250,433.079,7.64999,5.474776e-04
416.500,432.995,7.65003,5.484081e-04
416.750,432.910,7.65008,5.493417e-04
417.000,432.826,7.65013,5.502786e-04
417.250,432.741,7.65018,5.512185e-04
417.500,432.656,7.65022,5.521617e-04
417.750,432.571,7.65027,5.531081e-04
418.000,432.486,7.65032,5.540578e-04
418.250,432.401,7.65037,5.550107e-04
418.500,432.315,7.65042,5.559668e-04
418.750,432.230,7.65046,5.569262e-04
419.000,432.144,7.65051,5.578890e-04
419.250,432.058,7.65056,5.588550e-04
419.500,431.972,7.65061,5.598244e-04
419.750,431.886,7.65066,5.607971e-04
420.000,431.799,7.65071,5.617732e-04
420.250,431.713,7.65075,5.627527e-04
420.500,431.626,7.65080,5.637356e-04
420.750,431.540,7.65085,5.647219e-04
421.000,431.453,7.65090,5.657116e-04
421.250,431.366,7.65095,5.667048e-04
421.500,431.278,7.65100,5.677015e-04
421.750,431.191,7.65105,5.687016e-04
422.000,431.103,7.65110,5.697053e-04
422.250,431.016,7.65115,5.707125e-04
422.500,430.928,7.65120,5.717233e-04
422.750,430.840,7.65124,5.727376e-04
423.000,430.752,7.65129,5.737555e-04
423.250,430.664,7.65134,5.747770e-04
423.500,430.575,7.65139,5.758021e-04
423.750,430.487,7.65144,5.768309e-04
424.000,430.398,7.65149,5.778634e-04
424.250,430.309,7.65154,5.788995e-04
424.500,430.220,7.65159,5.799393e-04
424.750,430.131,7.65164,5.809828e-04
425.000,430.041,7.65169,5.820301e-04
425.250,429.952,7.65174,5.830812e-04
425.500,429.862,7.65179,5.841360e-04
425.750,429.772,7.65184,5.851946e-04
426.000,429.682,7.65190,5.862571e-04
426.250,429.592,7.65195,5.873234e-04
426.500,429.501,7.65200,5.883936e-04
426.750,429.411,7.65205,5.894676e-04
427.000,429.320,7.65210,5.905455e-04
427.250,429.229,7.65215,5.916274e-04
427.500,429.138,7.65220,5.927133e-04
427.750,429.047,7.65225,5.938031e-04
428.000,428.956,7.65230,5.948969e-04
428.250,428.864,7.65235,5.959947e-04
428.500,428.773,7.65241,5.970965e-04
428.750,428.681,7.65246,5.982024e-04
429.000,428.589,7.65251,5.993124e-04
429.250,428.497,7.65256,6.004265e-04
429.500,428.404,7.65261,6.015447e-04
429.750,428.312,7.65267,6.026671e-04
430.000,428.219,7.65272,6.037936e-04
430.250,428.126,7.65277,6.049243e-04
430.500,428.033,7.65282,6.060593e-04
430.750,427.940,7.65287,6.071985e-04
431.000,427.847,7.65293,6.083420e-04
431.250,427.753,7.65298,6.094897e-04
431.500,427.659,7.65303,6.106418e-04
431.750,427.565,7.65309,6.117982e-04
432.000,427.471,7.65314,6.129590e-04
432.250,427.377,7.65319,6.141241e-04
432.500,427.283,7.65324,6.152937e-04
432.750,427.188,7.65330,6.164677e-04
433.000,427.093,7.65335,6.176462e-04
433.250,426.998,7.65340,6.188292e-04
433.500,426.903,7.65346,6.200167e-04
433.750,426.808,7.65351,6.212087e-04
434.000,426.712,7.65356,6.224053e-04
434.250,426.616,7.65362,6.236065e-04
434.500,426.521,7.65367,6.248123e-04
434.750,426.424,7.65373,6.260227e-04
435.000,426.328,7.65378,6.272378e-04
435.250,426.232,7.65384,6.284577e-04
435.500,426.135,7.65389,6.296822e-04
435.750,426.038,7.65394,6.309115e-04
436.000,425.941,7.65400,6.321456e-04
436.250,425.844,7.65405,6.333845e-04
436.500,425.747,7.65411,6.346282e-04
436.750,425.649,7.65416,6.358768e-04
437.000,425.552,7.65422,6.371303e-04
437.250,425.454,7.65427,6.383888e-04
437.500,425.355,7.65433,6.396521e-04
437.750,425.257,7.65438,6.409205e-04
438.000,425.159,7.65444,6.421939e-04
438.250,425.060,7.65449,6.434723e-04
438.500,424.961,7.65455,6.447558e-04
438.750,424.862,7.65461,6.460444e-04
439.000,424.763,7.65466,6.473381e-04
439.250,424.663,7.65472,6.486370e-04
439.500,424.563,7.65477,6.499410e-04
439.750,424.464,7.65483,6.512503e-04
440.000,424.363,7.65489,6.525649e-04
440.250,424.263,7.65494,6.538847e-04
440.500,424.163,7.65500,6.552099e-04
440.750,424.062,7.65506,6.565404e-04
441.000,423.961,7.65511,6.578763e-04
441.250,423.860,7.65517,6.592176e-04
441.500,423.759,7.65523,6.605644e-04
441.750,423.657,7.65528,6.619167e-04
442.000,423.555,7.65534,6.632744e-04
442.250,423.454,7.65540,6.646378e-04
442.500,423.351,7.65546,6.660067e-04
442.750,423.249,7.65551,6.673812e-04
443.000,423.147,7.65557,6.687614e-04
443.250,423.044,7.65563,6.701472e-04
443.500,422.941,7.65569,6.715388e-04
443.750,422.838,7.65574,6.729362e-04
444.000,422.734,7.65580,6.743393e-04
444.250,422.631,7.65586,6.757483e-04
444.500,422.527,7.65592,6.771631e-04
444.750,422.423,7.65598,6.785839e-04
445.000,422.319,7.65604,6.800106e-04
445.250,422.214,7.65610,6.814433e-04
445.500,422.109,7.65615,6.828819e-04
445.750,422.005,7.65621,6.843267e-04
446.000,421.899,7.65627,6.857775e-04
446.250,421.794,7.65633,6.872345e-04
446.500,421.689,7.65639,6.886976e-04
446.750,421.583,7.65645,6.901669e-04
447.000,421.477,7.65651,6.916425e-04
447.250,421.371,7.65657,6.931244e-04
447.500,421.264,7.65663,6.946126e-04
447.750,421.157,7.65669,6.961072e-04
448.000,421.050,7.65675,6.976082e-04
448.250,420.943,7.65681,6.991156e-04
448.500,420.836,7.65687,7.006295e-04
448.750,420.728,7.65693,7.021500e-04
449.000,420.621,7.65699,7.036770e-04
449.250,420.512,7.65705,7.052107e-04
449.500,420.404,7.65711,7.067510e-04
449.750,420.296,7.65718,7.082980e-04
450.000,420.187,7.65724,7.098518e-04
450.250,420.078,7.65730,7.114123e-04
450.500,419.969,7.65736,7.129797e-04
450.750,419.859,7.65742,7.145540e-04
451.000,419.749,7.65748,7.161353e-04
451.250,419.639,7.65755,7.177234e-04
451.500,419.529,7.65761,7.193187e-04
451.750,419.419,7.65767,7.209209e-04
452.000,419.308,7.65773,7.225303e-04
452.250,419.197,7.65779,7.241469e-04
452.500,419.086,7.65786,7.257707e-04
452.750,418.975,7.65792,7.274017e-04
453.000,418.863,7.65798,7.290400e-04
453.250,418.751,7.65805,7.306857e-04
453.500,418.639,7.65811,7.323388e-04
453.750,418.526,7.65817,7.339993e-04
454.000,418.414,7.65824,7.356674e-04
454.250,418.301,7.65830,7.373430e-04
454.500,418.188,7.65836,7.390262e-04
454.750,418.074,7.65843,7.407171e-04
455.000,417.961,7.65849,7.424157e-04
455.250,417.847,7.65856,7.441220e-04
455.500,417.732,7.65862,7.458362e-04
455.750,417.618,7.65868,7.475582e-04
456.000,417.503,7.65875,7.492882e-04
456.250,417.388,7.65881,7.510261e-04
456.500,417.273,7.65888,7.527721e-04
456.750,417.157,7.65894,7.545262e-04
457.000,417.042,7.65901,7.562884e-04
457.250,416.926,7.65907,7.580589e-04
457.500,416.809,7.65914,7.598376e-04
457.750,416.693,7.65921,7.616246e-04
458.000,416.576,7.65927,7.634200e-04
458.250,416.459,7.65934,7.652238e-04
458.500,416.341,7.65940,7.670361e-04
458.750,416.224,7.65947,7.688570e-04
459.000,416.106,7.65954,7.706865e-04
459.250,415.987,7.65960,7.725247e-04
459.500,415.869,7.65967,7.743716e-04
459.750,415.750,7.65974,7.762273e-04
460.000,415.631,7.65980,7.780919e-04
460.250,415.512,7.65987,7.799654e-04
460.500,415.392,7.65994,7.818479e-04
460.750,415.272,7.66001,7.837395e-04
461.000,415.152,7.66007,7.856402e-04
461.250,415.031,7.66014,7.875500e-04
461.500,414.910,7.66021,7.894692e-04
461.750,414.789,7.66028,7.913976e-04
462.000,414.668,7.66035,7.933355e-04
462.250,414.546,7.66042,7.952828e-04
462.500,414.424,7.66048,7.972396e-04
462.750,414.302,7.66055,7.992061e-04
463.000,414.179,7.66062,8.011822e-04
463.250,414.057,7.66069,8.031680e-04
463.500,413.933,7.66076,8.051637e-04
463.750,413.810,7.66083,8.071693e-04
464.000,413.686,7.66090,8.091848e-04
464.250,413.562,7.66097,8.112103e-04
464.500,413.438,7.66104,8.132460e-04
464.750,413.313,7.66111,8.152918e-04
465.000,413.188,7.66118,8.173479e-04
465.250,413.063,7.66125,8.194144e-04
465.500,412.937,7.66132,8.214912e-04
465.750,412.811,7.66139,8.235786e-04
466.000,412.685,7.66147,8.256765e-04
466.250,412.558,7.66154,8.277851e-04
466.500,412.431,7.66161,8.299044e-04
466.750,412.304,7.66168,8.320346e-04
467.000,412.176,7.66175,8.341756e-04
467.250,412.049,7.66182,8.363277e-04
467.500,411.920,7.66190,8.384908e-04
467.750,411.792,7.66197,8.406650e-04
468.000,411.663,7.66204,8.428505e-04
468.250,411.534,7.66212,8.450474e-04
468.500,411.404,7.66219,8.472556e-04
468.750,411.274,7.66226,8.494754e-04
469.000,411.144,7.66233,8.517067e-04
469.250,411.014,7.66241,8.539497e-04
469.500,410.883,7.66248,8.562046e-04
469.750,410.751,7.66256,8.584712e-04
470.000,410.620,7.66263,8.607499e-04
470.250,410.488,7.66271,8.630406e-04
470.500,410.356,7.66278,8.653435e-04
470.750,410.223,7.66285,8.676586e-04
471.000,410.090,7.66293,8.699861e-04
471.250,409.957,7.66301,8.723260e-04
471.500,409.823,7.66308,8.746785e-04
471.750,409.689,7.66316,8.770436e-04
472.000,409.555,7.66323,8.794215e-04
472.250,409.420,7.66331,8.818122e-04
472.500,409.285,7.66338,8.842159e-04
472.750,409.149,7.66346,8.866327e-04
473.000,409.014,7.66354,8.890626e-04
473.250,408.877,7.66361,8.915059e-04
473.500,408.741,7.66369,8.939625e-04
473.750,408.604,7.66377,8.964326e-04
474.000,408.466,7.66385,8.989163e-04
474.250,408.329,7.66392,9.014138e-04
474.500,408.191,7.66400,9.039250e-04
474.750,408.052,7.66408,9.064503e-04
475.000,407.913,7.66416,9.089896e-04
475.250,407.774,7.66424,9.115431e-04
475.500,407.634,7.66432,9.141109e-04
475.750,407.494,7.66440,9.166931e-04
476.000,407.354,7.66447,9.192899e-04
476.250,407.213,7.66455,9.219013e-04
476.500,407.072,7.66463,9.245276e-04
476.750,406.930,7.66471,9.271687e-04
477.000,406.789,7.66479,9.298249e-04
477.250,406.646,7.66487,9.324963e-04
477.500,406.503,7.66496,9.351830e-04
477.750,406.360,7.66504,9.378852e-04
478.000,406.216,7.66512,9.406029e-04
478.250,406.072,7.66520,9.433363e-04
478.500,405.928,7.66528,9.460856e-04
478.750,405.783,7.66536,9.488508e-04
479.000,405.638,7.66544,9.516322e-04
479.250,405.492,7.66553,9.544298e-04
479.500,405.346,7.66561,9.572438e-04
479.750,405.199,7.66569,9.600744e-04
480.000,405.053,7.66577,9.629217e-04
480.250,404.905,7.66586,9.657858e-04
480.500,404.757,7.66594,9.686669e-04
480.750,404.609,7.66603,9.715651e-04
481.000,404.460,7.66611,9.744807e-04
481.250,404.311,7.66619,9.774137e-04
481.500,404.161,7.66628,9.803643e-04
481.750,404.011,7.66636,9.833327e-04
482.000,403.861,7.66645,9.863190e-04
482.250,403.710,7.66653,9.893234e-04
482.500,403.559,7.66662,9.923461e-04
482.750,403.407,7.66671,9.953872e-04
483.000,403.254,7.66679,9.984468e-04
483.250,403.102,7.66688,1.001525e-03
483.500,402.948,7.66696,1.004623e-03
483.750,402.795,7.66705,1.007739e-03
484.000,402.640,7.66714,1.010875e-03
484.250,402.486,7.66723,1.014030e-03
484.500,402.330,7.66731,1.017205e-03
484.750,402.175,7.66740,1.020400e-03
485.000,402.019,7.66749,1.023614e-03
485.250,401.862,7.66758,1.026849e-03
485.500,401.705,7.66767,1.030105e-03
485.750,401.547,7.66776,1.033381e-03
486.000,401.389,7.66785,1.036677e-03
486.250,401.231,7.66794,1.039995e-03
486.500,401.072,7.66803,1.043334e-03
486.750,400.912,7.66812,1.046694e-03
487.000,400.752,7.66821,1.050076e-03
487.250,400.591,7.66830,1.053480e-03
487.500,400.430,7.66839,1.056905e-03
487.750,400.269,7.66848,1.060353e-03
488.000,400.106,7.66857,1.063823e-03
488.250,399.944,7.66866,1.067316e-03
488.500,399.780,7.66876,1.070832e-03
488.750,399.617,7.66885,1.074371e-03
489.000,399.452,7.66894,1.077934e-03
489.250,399.288,7.66903,1.081520e-03
489.500,399.122,7.66913,1.085129e-03
489.750,398.956,7.66922,1.088763e-03
490.000,398.790,7.66932,1.092421e-03
490.250,398.623,7.66941,1.096103e-03
490.500,398.455,7.66951,1.099811e-03
490.750,398.287,7.66960,1.103543e-03
491.000,398.118,7.66970,1.107301e-03
491.250,397.949,7.66979,1.111084e-03
491.500,397.779,7.66989,1.114893e-03
491.750,397.609,7.66998,1.118728e-03
492.000,397.438,7.67008,1.122589e-03
492.250,397.266,7.67018,1.126477e-03
492.500,397.094,7.67028,1.130392e-03
492.750,396.921,7.67037,1.134334e-03
493.000,396.748,7.67047,1.138303e-03
493.250,396.574,7.67057,1.142300e-03
493.500,396.399,7.67067,1.146325e-03
493.750,396.224,7.67077,1.150379e-03
494.000,396.048,7.67087,1.154461e-03
494.250,395.872,7.67097,1.158571e-03
494.500,395.695,7.67107,1.162712e-03
494.750,395.517,7.67117,1.166881e-03
495.000,395.339,7.67127,1.171081e-03
495.250,395.160,7.67137,1.175310e-03
495.500,394.980,7.67147,1.179571e-03
495.750,394.800,7.67157,1.183862e-03
496.000,394.619,7.67168,1.188184e-03
496.250,394.437,7.67178,1.192537e-03
496.500,394.255,7.67188,1.196923e-03
496.750,394.072,7.67199,1.201340e-03
497.000,393.889,7.67209,1.205791e-03
497.250,393.705,7.67220,1.210274e-03
497.500,393.520,7.67230,1.214790e-03
497.750,393.334,7.67240,1.219340e-03
498.000,393.148,7.67251,1.223924e-03
498.250,392.961,7.67262,1.228543e-03
498.500,392.773,7.67272,1.233196e-03
498.750,392.585,7.67283,1.237884e-03
499.000,392.396,7.67294,1.242608e-03
499.250,392.206,7.67304,1.247368e-03
499.500,392.016,7.67315,1.252165e-03
499.750,391.825,7.67326,1.256998e-03
500.000,391.633,7.67337,1.261868e-03
500.250,391.440,7.67348,1.266776e-03
500.500,391.247,7.67359,1.271722e-03
500.750,391.052,7.67370,1.276707e-03
501.000,390.858,7.67381,1.281731e-03
501.250,390.662,7.67392,1.286794e-03
501.500,390.465,7.67403,1.291897e-03
501.750,390.268,7.67414,1.297041e-03
502.000,390.070,7.67425,1.302226e-03
502.250,389.871,7.67437,1.307451e-03
502.500,389.672,7.67448,1.312719e-03
502.750,389.471,7.67459,1.318029e-03
503.000,389.270,7.67471,1.323382e-03
503.250,389.068,7.67482,1.328779e-03
503.500,388.866,7.67494,1.334219e-03
503.750,388.662,7.67505,1.339704e-03
504.000,388.457,7.67517,1.345234e-03
504.250,388.252,7.67529,1.350809e-03
504.500,388.046,7.67540,1.356431e-03
504.750,387.839,7.67552,1.362099e-03
505.000,387.631,7.67564,1.367815e-03
505.250,387.423,7.67576,1.373578e-03
505.500,387.213,7.67588,1.379390e-03
505.750,387.003,7.67599,1.385251e-03
506.000,386.791,7.67611,1.391162e-03
506.250,386.579,7.67624,1.397123e-03
506.500,386.366,7.67636,1.403135e-03
506.750,386.152,7.67648,1.409199e-03
507.000,385.937,7.67660,1.415316e-03
507.250,385.721,7.67672,1.421485e-03
507.500,385.504,7.67684,1.427708e-03
507.750,385.286,7.67697,1.433985e-03
508.000,385.068,7.67709,1.440318e-03
508.250,384.848,7.67722,1.446706e-03
508.500,384.627,7.67734,1.453151e-03
508.750,384.406,7.67747,1.459653e-03
509.000,384.183,7.67759,1.466214e-03
509.250,383.960,7.67772,1.472833e-03
509.500,383.735,7.67785,1.479512e-03
509.750,383.510,7.67798,1.486252e-03
510.000,383.283,7.67811,1.493052e-03
510.250,383.055,7.67824,1.499915e-03
510.500,382.827,7.67836,1.506841e-03
510.750,382.597,7.67850,1.513831e-03
511.000,382.366,7.67863,1.520886e-03
511.250,382.134,7.67876,1.528007e-03
511.500,381.901,7.67889,1.535194e-03
511.750,381.667,7.67902,1.542448e-03
512.000,381.432,7.67916,1.549771e-03
512.250,381.196,7.67929,1.557164e-03
512.500,380.959,7.67943,1.564627e-03
512.750,380.720,7.67956,1.572161e-03
513.000,380.481,7.67970,1.579768e-03
513.250,380.240,7.67983,1.587448e-03
513.500,379.998,7.67997,1.595203e-03
513.750,379.755,7.68011,1.603034e-03
514.000,379.511,7.68025,1.610942e-03
514.250,379.266,7.68039,1.618927e-03
514.500,379.019,7.68053,1.626992e-03
514.750,378.771,7.68067,1.635137e-03
515.000,378.522,7.68081,1.643363e-03
515.250,378.272,7.68095,1.651673e-03
515.500,378.020,7.68110,1.660066e-03
515.750,377.767,7.68124,1.668544e-03
516.000,377.513,7.68138,1.677109e-03
516.250,377.258,7.68153,1.685762e-03
516.500,377.001,7.68168,1.694504e-03
